SKU,Description,Surplus Quantity,Value / Part ($),Value,Site Location of Surplus Part,Turns
10009884,"ELBOW, PIPE, NOMINAL PIPE SIZE: 3/8INCH, DEGREE/RADIUS: 45 DEGREE LONG RADIUS, END PREPARATION: FEMALE NPT, PRESSURE RATING: 2000#, MATERIAL: FORGED STEEL, DIMENSIONAL STANDARD: DN10, MATERIAL GRADE: A105, MATERIAL STANDARD: SA105N",3.00,5.00,15.00,J2 Office,0
10018989,"VALVE, NEEDLE, NOMINAL SIZE: 1/2"", END CONNECTION: FEMALE X MALE THREAD, PRESSURE RATING: 10000PSI, TRIM MATERIAL: 316 STAINLESS STEEL, BODY MATERIAL: 316 STAINLESS STEEL, MANUFACTURER: GRM",4.00,5.00,20.00,J2 Office,0
10006418,"MANIFOLD, VALVE, TYPE: 5 WAY, CONNECTION SIZE: 3/4INCH, CONNECTION: FNPT, BODY MATERIAL: CARBON STEEL, STYLE: NEEDLE, MANUFACTURER P/N: 5VD4NC-O-GP-CAN-MHN",1.00,5.00,5.00,J2 Office,0
10026722,"MANIFOLD, VALVE, TYPE: 3 WAY, CONNECTION SIZE: 3/4INCH X 1/2INCH, CONNECTION: MALE SW X FNPT, BODY MATERIAL: CARBON STEEL, NUMBER OF CONNECTIONS: 4, MANUFACTURER: ANDERSON GREENWOOD COMPANY, MANUFACTURER P/N: HD29HCS-062D-047B-MP04",4.00,5.00,20.00,J2 Office,0
10026721,"VALVE, NEEDLE, NOMINAL SIZE: 3/4 X 1/2"", END CONNECTION: FEMALE X MALE THREAD, PRESSURE RATING: 6000PSI, TRIM MATERIAL: 316 STAINLESS STEEL, MANUFACTURER: ANDERSON GREENWOOD COMPANY, MANUFACTURER P/N: H7HIC-44Q",1.00,5.00,5.00,J2 Office,0
10019115,"TEE, PIPE, TYPE: FEMALE RUN, NOMINAL PIPE SIZE(S): 1/2INCH, END PREPARATION(S): FEMALE IRON PIPE THREADS, MATERIAL: PVC, PRESSURE RATING: 850PSI, SCHEDULE(S): SCH80",9.00,5.00,45.00,J2 Office,0
10019368,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1/2INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: THREADED, PRESSURE RATING: NA, MATERIAL: PVC, SCHEDULE: SCHEDULE 80",5.00,5.00,25.00,J2 Office,0
10019725,"BUSHING, PIPE, LARGE END NOMINAL PIPE SIZE: 3/4INCH, SMALL END NOMINAL PIPE SIZE: 1/2INCH, THREAD TYPE: SPIGOT X FEMALE NPT, PRESSURE RATING: 150#, MATERIAL: PVC, MANUFACTURER: SPEARS, MANUFACTURER P/N: 438-101",4.00,5.00,20.00,J2 Office,0
10004569,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: SLIP-ON, PRESSURE RATING: NA, MATERIAL: PVC, SCHEDULE: SCHEDULE 80",12.00,5.00,60.00,J2 Office,0
10019315,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1-1/2INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: SLIP-ON, PRESSURE RATING: NA, MATERIAL: PVC, SCHEDULE: SCHEDULE 80",11.00,5.00,55.00,J2 Office,0
10007469,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3 1/2INCH, PIPE SCHEDULE: SCH 160, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 1/4""",6.00,5.00,30.00,J2 Office,0
10017889,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1 1/2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3INCH, PIPE SCHEDULE: SCH 160, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.281""",4.00,5.00,20.00,J2 Office,0
10004148,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1 1/2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 4INCH, PIPE SCHEDULE: SCH 160, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.281""",4.00,5.00,20.00,J2 Office,0
10013021,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3 1/2INCH, PIPE SCHEDULE: SCH 160, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.344""",6.00,5.00,30.00,J2 Office,0
10013476,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 6INCH, PIPE SCHEDULE: SCH 160, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.344""",6.00,5.00,30.00,J2 Office,0
10019364,"SHIM STOCK, NO MODIFIER, SIZE: 6INCH X 50INCH, THICKNESS: 0.001INCH, MATERIAL: STAINLESS STEEL, MANUFACTURER: ACKLANDS GRAINGER, MANUFACTURER P/N: CMGSS001650",1.00,5.00,5.00,J2 Office,0
10019961,"SHIM STOCK, NO MODIFIER, SIZE: 6INCH X 50INCH, THICKNESS: 0.002INCH, MATERIAL: STAINLESS STEEL, MANUFACTURER: ACKLANDS GRAINGER, MANUFACTURER P/N: CMGSS002650",1.00,5.00,5.00,J2 Office,0
10019850,"SHIM STOCK, NO MODIFIER, SIZE: 6INCH X 50INCH, THICKNESS: 0.005INCH, MATERIAL: STAINLESS STEEL, MANUFACTURER: ACKLANDS GRAINGER, MANUFACTURER P/N: CMGSS005650",1.00,5.00,5.00,J2 Office,0
10020501,"SHIM STOCK, NO MODIFIER, SIZE: 6INCH X 50INCH, THICKNESS: 0.01INCH, MATERIAL: STAINLESS STEEL, MANUFACTURER: ACKLANDS GRAINGER, MANUFACTURER P/N: CMGSS010650",1.00,5.00,5.00,J2 Office,0
10019914,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 316 STAINLESS STEEL HARD FACED, BODY MATERIAL: F316/316L STAINLESS STEEL",2.00,5.00,10.00,J2 Office,0
10019544,"VALVE, GATE, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 316 STAINLESS STEEL HARD FACED, BODY MATERIAL: F316/316L STAINLESS STEEL",2.00,5.00,10.00,J2 Office,0
10020389,"VALVE, GATE, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD X SOCKET END, PRESSURE RATING: CL800, TRIM MATERIAL: NACE, BONNET TYPE: BOLTED, BODY MATERIAL: F316/316L STAINLESS STEEL",2.00,5.00,10.00,J2 Office,0
10001500,"VALVE, GLOBE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL",2.00,5.00,10.00,J2 Office,0
10019765,"VALVE, GLOBE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL",5.00,5.00,25.00,J2 Office,0
10003119,"VALVE, GLOBE, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, BONNET TYPE: WELDED, DESIGN SPECIFICATION: NACE, MANUFACTURER: NEWCO VALVES LP, MANUFACTURER P/N: 1""-28S-FS3-WB",2.00,5.00,10.00,J2 Office,0
10020071,"VALVE, GLOBE 1"" API 800 SE A350 LF2 TR12",2.00,5.00,10.00,J2 Office,0
10006283,"VALVE, CHECK, CHECK TYPE: PISTON, NOMINAL SIZE(S): 1INCH, END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: NACE, BODY MATERIAL: CARBON STEEL",2.00,5.00,10.00,J2 Office,0
10009852,"VALVE, CHECK, CHECK TYPE: PISTON, NOMINAL SIZE(S): 1INCH, END CONNECTION: SOCKET WELD, PRESSURE RATING: CL1500, TRIM MATERIAL: NACE, BODY MATERIAL: CARBON STEEL, MANUFACTURER P/N: FB414/WS/SW-A105-TR5",1.00,5.00,5.00,J2 Office,0
10002285,"CLEANER, MULTIPURPOSE, TYPE: GERMICIDAL CLEANER, CONTAINER: BOTTLE, SIZE: 1LITER, MANUFACTURER: MSA, MANUFACTURER P/N: 10032737",1.00,5.00,5.00,J2 Office,0
10018891,"VALVE, BALL, TYPE: TRUNNION, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET THREADED, PRESSURE RATING: 230PSI, TRIM MATERIAL: STANDARD, BODY MATERIAL: PVC, SEAT MATERIAL: PTFE, SEAL MATERIAL: EPDM, MODEL: TYPE 21 ISOLATOR, MANUFACTURER: CHEMLINE, MANUFACTURER P/N: 21A010EST",5.00,5.00,25.00,J2 Office,0
10019216,"VALVE, BALL, TYPE: TRUNNION, NOMINAL SIZE(S): 1 1/2"", END CONNECTION: SOCKET THREADED, PRESSURE RATING: 230PSI, TRIM MATERIAL: STANDARD, BODY MATERIAL: PVC, SEAL MATERIAL: EPDM, MANUFACTURER: CHEMLINE, MANUFACTURER P/N: 21A015EST",4.00,5.00,20.00,J2 Office,0
10019461,"VALVE, BALL, TYPE: TRUNNION, NOMINAL SIZE(S): 3"", END CONNECTION: SOCKET END, PRESSURE RATING: 150CL, TRIM MATERIAL: STANDARD, BODY MATERIAL: PVC, BALL MATERIAL: PVC, STEM MATERIAL: PVC, SEAL MATERIAL: EPDM, MODEL: TYPE 21 ISOLATOR, MANUFACTURER: CHEMLINE, MANUFACTURER P/N: 21A030ES",2.00,5.00,10.00,J2 Office,0
10019418,"VALVE, BALL, NOMINAL SIZE(S): 3/4"", END CONNECTION: THREADED, PRESSURE RATING: 275PSI, TRIM MATERIAL: STANDARD, MODEL: SERIES 410, MANUFACTURER: NIL-COR",3.00,5.00,15.00,J2 Office,0
10012536,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/WS/SW-A105-TR8",4.00,5.00,20.00,J2 Office,0
10013743,"VALVE, GATE 1"" CL800 SW TR5 CS A105",3.00,5.00,15.00,J2 Office,0
10006950,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: STANDARD, BODY MATERIAL: LOW TEMPERATURE CARBON STEEL, MANUFACTURER: VELAN",2.00,5.00,10.00,J2 Office,0
10017577,"VALVE, GATE, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: LOW TEMPERATURE CARBON STEEL",2.00,5.00,10.00,J2 Office,0
10012221,"VALVE, GATE, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: LOW TEMPERATURE CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/BB/TS-LF2-TR12-N B.B",2.00,5.00,10.00,J2 Office,0
10004368,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 316 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, DESIGN SPECIFICATION: NACE, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/WS/SW-A105-TR12-N",2.00,5.00,10.00,J2 Office,0
10018579,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 316 STAINLESS STEEL HARD FACED, DESIGN SPECIFICATION: NACE, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/WS/TS-A105-TR12-N",2.00,5.00,10.00,J2 Office,0
10015970,"VALVE, GATE 3/4"" CL1500 SW TR5 CS",1.00,5.00,5.00,J2 Office,0
10011572,"VALVE, GATE 3/4"" CL1500 SW X THRD TR5 CS",1.00,5.00,5.00,J2 Office,0
10014108,"VALVE, GATE 1"" CL1500 SW TR5 CS A105",1.00,5.00,5.00,J2 Office,0
10016108,"NUT, LOCK, SIZE: 1 5/8"", THREAD STYLE: NATIONAL PIPE STRAIGHT, MATERIAL: PVC, MANUFACTURER: SCEPTER, MANUFACTURER P/N: JS310",7.00,5.00,35.00,J2 Office,0
10002449,"NOZZLE, FUEL, TYPE: JERRY CAN, LENGTH: 9INCH, MATERIAL: PLASTIC, APPLICATION: GASOLINE, MANUFACTURER: SCEPTER, MANUFACTURER P/N: FS910V",5.00,5.00,25.00,J2 Office,0
10019317,"FILTER, ACRODISC 45 MICROMETER",12.00,5.00,60.00,J2 Office,0
10019082,"FILTER, WATER, TYPE: INTERNAL STOP, SIZE: 16MILLIMETER, MICRON: 1.2MICRON, LENGTH: 19.37MILLIMETER, INLET: 5.81MILLIMETER SLIP ON, OUTLET: 4.2MILLIMETER SLIP ON, APPLICATION: MX6/ATX MULTI-GAS MONITOR, MANUFACTURER: INDUSTRIAL SCIENTIFIC, MANUFACTURER P/N: 17058157",4.00,5.00,20.00,J2 Office,0
10004835,"ABRASIVE, ROLL, SIZE: 1INCH, LENGTH: 50YD, GRIT: 320, MATERIAL: ALUMINUM OXIDE, TYPE: UTILITY CLOTH 314D, WEIGHT: J, GRADE: P320, PACKAGING UNIT: ROLL, MANUFACTURER: 3M, MANUFACTURER P/N: 051115-19784-0",1.00,5.00,5.00,J2 Office,0
10014817,"ABRASIVE, ROLL, SIZE: 1INCH, LENGTH: 50YD, GRIT: 400, MATERIAL: ALUMINUM OXIDE, TYPE: UTILITY CLOTH 314D, WEIGHT: J, GRADE: P400, MANUFACTURER: 3M, MANUFACTURER P/N: 051115-19783-3",1.00,5.00,5.00,J2 Office,0
10020168,"ABRASIVE, ROLL, SIZE: 2INCH, LENGTH: 50YD, GRIT: 400, MATERIAL: ALUMINUM OXIDE, TYPE: UTILITY CLOTH K225, WEIGHT: J, GRADE: P400, MANUFACTURER: NORTON, MANUFACTURER P/N: NRN26290",1.00,5.00,5.00,J2 Office,0
10019280,"NUT, NO MODIFIER, TYPE: WELDER, DIAMETER: 0.960INCH, MATERIAL: BRASS, THREADS PER INCH: 14NGO RH MALE, MANUFACTURER: WESTERN BRASS, MANUFACTURER P/N: WSB92",4.00,5.00,20.00,J2 Office,0
10019311,"STEM, VALVE, TYPE: REGULATOR NIPPLE, STEM SIZE: 1/2INCH, MATERIAL: BRASS, CONNECTION: MALE NPT, LENGTH: 2 1/16INCH, PRESSURE RATING: 3000PSI, PARENT FIGURE/MODEL NUMBER: CGA-540, APPLICATION: OXYGEN, MANUFACTURER: WESTERN ENTERPRISES, MANUFACTURER P/N: NP-210",4.00,5.00,20.00,J2 Office,0
10019270,"ADAPTER, NO MODIFIER, TYPE: CYLINDER TO REGULATOR, SIZE: CGA-410 X CGA-510, END CONNECTION(S): FNPT X FNPT, MATERIAL: BRASS, MANUFACTURER: UNIWELD, MANUFACTURER P/N: UNWF60",2.00,5.00,10.00,J2 Office,0
10020387,"LAMP, NO MODIFIER, TYPE: BEACON, MANUFACTURER: ZOOM BOOM",4.00,5.00,20.00,J2 Office,0
10019427,"TAPE, NO MODIFIER, TYPE: DOUBLE SIDED, WIDTH: 6MM",1.00,5.00,5.00,J2 Office,0
10019044,"TAPE, NO MODIFIER, TYPE: KRINKLE, WIDTH: 1/2INCH, MATERIAL: GRAFOIL, MANUFACTURER P/N: BP-02070-PSC",2.00,5.00,10.00,J2 Office,0
10019034,"TAPE, NO MODIFIER, TYPE: KRINKLE, WIDTH: 3/8INCH, MATERIAL: GRAFOIL, MANUFACTURER P/N: BP-02070-PSC",1.00,5.00,5.00,J2 Office,0
10007695,"BASE, NO MODIFIER, TYPE: 4-WAY ADHESIVE, SIZE: 1.125 X 1.125INCH, MATERIAL: NYLON 6/6, APPLICATION: FOR CABLE TIES, MANUFACTURER: THOMAS/BETTS",100.00,5.00,500.00,J2 Office,0
10028820,"SUPPLIES, LABORATORY, TYPE: SENSOR HEAD, MATERIAL: SS, APPLICATION: GASMAX, MANUFACTURER: GDS CORP, MANUFACTURER P/N: 10-0247",1.00,5.00,5.00,J2 Office,0
10020109,"SUPPLIES, LABORATORY, TYPE: SENSOR, MATERIAL: H2S, APPLICATION: SMART DETECTOR, MANUFACTURER: GDS CORP, MANUFACTURER P/N: 10-9015",2.00,5.00,10.00,J2 Office,0
10019429,"SUPPLIES, LABORATORY, TYPE: SENSOR, SIZE: 0-30PPM, MATERIAL: HCI, APPLICATION: SMART DETECTOR, MANUFACTURER: GDS CORP, MANUFACTURER P/N: 10-9017",1.00,5.00,5.00,J2 Office,0
10028741,"KIT, SCREW, TYPE: REPLACEMENT, CONTAINS A: 40 SCREWS, APPLICATION: GAS DETECTOR, MANUFACTURER: HONEYWELL, MANUFACTURER P/N: QT-SCREW-K1",1.00,5.00,5.00,J2 Office,0
10028744,"MOTOR, NO MODIFIER, TYPE: VIBRATION, VOLTAGE: 3VAC, HORSEPOWER: 0.76-1.32HP, APPLICATION: GAS DETECTOR, MANUFACTURER: BW TECHNOLOGIES",2.00,5.00,10.00,J2 Office,0
10028742,"KIT, SENSOR, TYPE: REMOVAL, CONSIST OF 1: REPLACEMENT SENSOR REMOVAL KIT, APPLICATION: GAS DETECTOR, MANUFACTURER P/N: QT-SL-K1",2.00,5.00,10.00,J2 Office,0
10028417,"KIT, REPAIR, TYPE: INTERNAL, MATERIAL: SS .188X2.00, APPLICATION: 8""VELAN CHECK VALVE, MANUFACTURER: VELAN, MANUFACTURER P/N: F15-7114P-02TS",1.00,5.00,5.00,J2 Office,0
10020206,"SWITCH, PRESSURE, TYPE: HI PRESSURE, CONNECTION TYPE: FNPT, PRESSURE RATING: 20-180PSI, BODY MATERIAL: STAINLESS STEEL, MANUFACTURER: ASHCROFT, MANUFACTURER P/N: 834-383",1.00,5.00,5.00,J2 Office,0
10019312,"SWITCH, PRESSURE, TYPE: HI PRESSURE, CONNECTION TYPE: FNPT, PRESSURE RATING: 30""H2O/7.5KPA, MANUFACTURER: ASHCROFT, MANUFACTURER P/N: 834-380",1.00,5.00,5.00,J2 Office,0
10019971,"BOARD, CIRCUIT, TYPE: STANDARD CONTROL, APPLICATION: AIR COMPRESSOR, MANUFACTURER: AIRTEK, MANUFACTURER P/N: TP-2577-GNRC",1.00,5.00,5.00,J2 Office,0
10020496,"PLUG, VALVE, TYPE: NONLUBRICATED, PLUG MATERIAL: 316 STAINLESS STEEL HARD FACED, MANUFACTURER: MASONEILAN, MANUFACTURER P/N: 035006-104-587-0000",1.00,5.00,5.00,J2 Office,0
10020520,"CAGE, VALVE, MANUFACTURER: MASONEILAN, MANUFACTURER P/N: 400119-114-193B0000",1.00,5.00,5.00,J2 Office,0
10020187,"CAGE, VALVE, VALVE STYLE: 41K, VALVE SIZE: 8INCH, MANUFACTURER: MASONEILAN, MANUFACTURER P/N: 400119-174-193B0000",1.00,5.00,5.00,J2 Office,0
10019912,"VALVE, CHECK, CHECK TYPE: SWING, NOMINAL SIZE(S): 3INCH, END CONNECTION: FLAT FACED, PRESSURE RATING: 125PSI, TRIM MATERIAL: STANDARD, APPLICATION: AIR COMPRESSOR, MANUFACTURER: CHECK RITE, MANUFACTURER P/N: TP7431-SW",1.00,5.00,5.00,J2 Office,0
10019403,"SOLENOID, NO MODIFIER, TYPE: CONTROL, MANUFACTURER: PARKER, MANUFACTURER P/N: TP8101-1",1.00,5.00,5.00,J2 Office,0
10019781,"SOLENOID, NO MODIFIER, TYPE: COMPRESSORS, MANUFACTURER: PARKER, MANUFACTURER P/N: TP8101",1.00,5.00,5.00,J2 Office,0
10019507,"BOARD, CIRCUIT, TYPE: DISPLAY, APPLICATION: GAS MAX II, MANUFACTURER: GDS CORP, MANUFACTURER P/N: GDS10-0232",1.00,5.00,5.00,J2 Office,0
10026723,"NUT, HEX, TYPE: HEAVY, SIZE: 1"", THREAD STYLE: COARSE, MATERIAL: CARBON STEEL, GRADE: 8.8, FINISH: ZINC PLATED, THREAD PITCH: 1.0, STYLE: STANDARD, MANUFACTURER P/N: 4279",2.00,5.00,10.00,J2 Office,0
10026724,"SCREW, NO MODIFIER, TYPE: JACK, LENGTH: 2INCH, MATERIAL: CARBON STEEL, SPECIFICATION: 10MX32, MANUFACTURER P/N: 28468",4.00,5.00,20.00,J2 Office,0
10026725,"FASTENER, BOLT, TYPE: STUD, SIZE: 1INCH, LENGTH: 8 1/4INCH, THREAD PITCH: 8UN, GRADE: 2H",2.00,5.00,10.00,J2 Office,0
10020797,"PACKING, RING SET, TYPE: PRESSURE SEAL, MATERIAL: GRAPHITE, SIZE: 8"", MANUFACTURER: PACIFIC",1.00,5.00,5.00,J2 Office,0
10026726,"RING, SEGMENT, MATERIAL: CARBON STEEL, THICKNESS: 3/4INCH, MANUFACTURER: CRANE VALVE, MANUFACTURER P/N: 23605Manufacturer Part No.EA",5.00,5.00,25.00,J2 Office,0
10019353,"RING, SEGMENT, OUTSIDE DIAMETER: 8"", MATERIAL: CARBON STEEL, APPLICATION: GATE VALVE, MANUFACTURER: PACIFIC, MANUFACTURER P/N: 90948, PRIOR MM NUMBER(S): J2-14461Manufacturer Part No.EA",1.00,5.00,5.00,J2 Office,0
10020799,"GASKET, RING, INSIDE DIAMETER: 8 3/8"", OUTSIDE DIAMETER: 9 3/16"", MANUFACTURER: DAUBERT CROMWELL, MANUFACTURER P/N: M3420-2AB",1.00,5.00,5.00,J2 Office,0
10028401,"KIT, ACTUATOR, TYPE: SOFT GOODS, CONSIST OF 1: SC/V 400 SEAL, MANUFACTURER P/N: 33002",1.00,5.00,5.00,J2 Office,0
10019336,"NUT, HEX, TYPE: HEAVY, SIZE: 5/8"", THREAD STYLE: COARSE, MATERIAL: CARBON STEEL, GRADE: 2H, MANUFACTURER: PACIFIC",2.00,5.00,10.00,J2 Office,0
10019648,"CLIP, RETAINING, TYPE: PRESSURE SEAL, SIZE: 1-7/16 X 1-1/8INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: PARALLEL DISC GATE, PRIOR MM NUMBER(S): J2-14457",1.00,5.00,5.00,J2 Office,0
10028431,"PIN, NO MODIFIER, TYPE: PARALLEL DISC GATE, MANUFACTURER P/N: P3383",1.00,5.00,5.00,J2 Office,0
10019462,"FASTENER, BOLT, TYPE: TAPERED END, SIZE: 5/8INCH, LENGTH: 8INCH, THREAD PITCH: NATIONAL COARSE, GRADE: B7",2.00,5.00,10.00,J2 Office,0
10020303,"KIT, NO MODIFIER, TYPE: BLOW THROUGH, CONTAINS A: 8 1/2"" PLATE, CONTAINS B: BUNA N SEAL, CONTAINS C: 3/4"" EYELET, APPLICATION: COMPRESSOR, MANUFACTURER P/N: 202739-1BLOWTHRU",1.00,5.00,5.00,J2 Office,0
10031823,"VALVE, RELIEF, NOMINAL SIZE(S): 3/4"", END CONNECTION: TUBE FITTING X MALE NPT, SET PRESSURE: 650PSI, TRIM MATERIAL: 304 STAINLESS STEEL",3.00,5.00,15.00,J2 Office,0
10028410,"RING, SEALING, TYPE: FLUSH, SIZE: 3INCH, MATERIAL: 316SS, INSIDE DIAMETER: 3INCH, OUTSIDE DIAMETER: 5INCH, RATING: 150PSI, MANUFACTURER: ENDRESS/HAUSER, MANUFACTURER P/N: 010852-0000",6.00,5.00,30.00,J2 Office,0
10019377,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 4INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 4 1/2INCH, OUTSIDE DIAMETER: 9INCH, NUMBER OF BOLT HOLES: 8",5.00,5.00,25.00,J2 Office,0
10019503,"GASKET, F-FACE  10"" X 150#, 1/8"" VIRGIN PTFE",6.00,5.00,30.00,J2 Office,0
10020464,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 10INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 10 3/4INCH, OUTSIDE DIAMETER: 16INCH, NUMBER OF BOLT HOLES: 12",6.00,5.00,30.00,J2 Office,0
10018975,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 1INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 1 5/16INCH, OUTSIDE DIAMETER: 4-1/4INCH, NUMBER OF BOLT HOLES: 4",6.00,5.00,30.00,J2 Office,0
10019328,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 2INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 2 3/8INCH, OUTSIDE DIAMETER: 6INCH, NUMBER OF BOLT HOLES: 4",2.00,5.00,10.00,J2 Office,0
10019376,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 12INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 12 3/4INCH, OUTSIDE DIAMETER: 19INCH, NUMBER OF BOLT HOLES: 12",6.00,5.00,30.00,J2 Office,0
10019516,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 6INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 6 5/8INCH, OUTSIDE DIAMETER: 11INCH, NUMBER OF BOLT HOLES: 8",6.00,5.00,30.00,J2 Office,0
10019642,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 1INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 1 5/16INCH, OUTSIDE DIAMETER: 4-1/4INCH, NUMBER OF BOLT HOLES: 4",4.00,5.00,20.00,J2 Office,0
10019896,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 1 1/2INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 1 7/8INCH, OUTSIDE DIAMETER: 5INCH, NUMBER OF BOLT HOLES: 4",6.00,5.00,30.00,J2 Office,0
10020175,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 6INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 6 5/8INCH, OUTSIDE DIAMETER: 11INCH, NUMBER OF BOLT HOLES: 8",6.00,5.00,30.00,J2 Office,0
10020201,"O-RING, NO MODIFIER, INSIDE DIAMETER: 1INCH, CROSS-SECTION: 1/16INCH, MATERIAL: VIRGIN PTFE, AS568 STANDARD SIZE: -022, OUTSIDE DIAMETER: 1 1/8INCH",6.00,5.00,30.00,J2 Office,0
10019266,"O-RING, NO MODIFIER, INSIDE DIAMETER: 12INCH, CROSS-SECTION: 1/16INCH, MATERIAL: VIRGIN PTFE, OUTSIDE DIAMETER: 12 1/8INCH",6.00,5.00,30.00,J2 Office,0
