IncidentDate,IncidentNumber,CauseCategory,CauseType,FailureType,IncidentType,Location,InjuryCount,FatalityCount,IncidentLSD,IncidentSection,IncidentTownship,IncidentRange,IncidentMeridian,LicenceNumber,LicenceType,IncidentNotificationDate,IncidentCompleteDate,Source,StrikeArea,FieldCentre,LicenseeID,LicenseeName,Jurisdiction,ReleaseOffsite,SensitiveArea,PublicAffected,EnvironmentAffected,WildlifeLivestockAffected,AreaAffected,PublicEvacuatedCount,ReleaseCleanupDate,PipelineLicenceSegmentID,PipelineLicenceLineNo,PipeDamageType,PipeTestFailure,PipelineOutsideDiameter(mm),PipeGrade,PipeWallThickness(mm),SubstanceReleased,VolumeReleased,VolumeRecovered,VolumeUnits,SubstanceReleased2,VolumeReleased2,VolumeRecovered2,VolumeUnits2,SubstanceReleased3,VolumeReleased3,VolumeRecovered3,VolumeUnits3,SubstanceReleased4,VolumeReleased4,VolumeRecovered4,VolumeUnits4,Location1
December 03 2003,20033068,External,Natural Phenomena,Unknown,Release,14-27-021-03W4,,,14,27,21,3,4,294807,Well Licence,December 03 2003,12/17/2003 12:00:00 AM,Unknown,ATL-BUFF,MEDICINE HAT,0K13,EOG Resources Canada Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,12/04/2003 12:00:00 AM,,,,,,,,Fresh Water,800,,m3,,,,,,,,,,,,,"(50.817317, -110.342317)"
December 02 2003,20032952,Operator Error,Non-procedural,Tank Overflow,Release,12-32-016-14W4,,,12,32,16,14,4,101854,Well Licence,December 02 2003,04/23/2004 12:00:00 AM,Gas Well,JOHNSON,MEDICINE HAT,26,Encana Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,04/23/2004 12:00:00 AM,,,,,,,,Crude Oil,4,3.9,m3,Salt/Produced Water,4.5,4,m3,,,,,,,,,"(50.3918, -111.903367)"
December 01 2003,20032990,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,04-06-052-26W4,,,4,6,52,26,4,191701,Well Licence,December 03 2003,12/10/2003 12:00:00 AM,Oil Well,GSPIKE,ST. ALBERT,0KX8,Acclaim Energy Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/03/2003 12:00:00 AM,,,,,,,,Crude Oil,1,1,m3,,,,,,,,,,,,,"(53.45565, -113.833317)"
December 01 2003,20032916,Equipment Failure,Malfunction,Equipment Failure,Release,09-23-055-06W4,,,9,23,55,6,4,178895,Well Licence,December 01 2003,12/02/2003 12:00:00 AM,Oil Well,LIND,BONNYVILLE,0YK6,CNR Petro Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/02/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,6,6,m3,Crude Oil,2,2,m3,,,,,,,,,"(53.767567, -110.7755)"
November 30 2003,20033009,Operator Error,Accidental,Tank Overflow,Release,16-12-050-07W4,,,16,12,50,7,4,116091,Well Licence,December 01 2003,12/01/2003 12:00:00 AM,Oil Well,WILDMERE,WAINWRIGHT,0R46,Husky Oil Operations Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/11/2003 12:00:00 AM,,,,,,,,Crude Oil,1,1,m3,,,,,,,,,,,,,"(53.304667, -110.8861)"
November 29 2003,20032927,Equipment Failure,Malfunction,Pump Failure,Release,07-26-077-13W5,,,7,26,77,13,5,164130,Well Licence,December 01 2003,12/02/2003 12:00:00 AM,Oil Well,LHORSE,ST. ALBERT,0P34,Enermark Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/02/2003 12:00:00 AM,,,,,,,,Crude Oil,2.2,2.2,m3,Process Water,10.8,10.8,m3,,,,,,,,,"(55.699567, -115.899533)"
November 28 2003,20032892,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,16-22-039-14W4,,,16,22,39,14,4,193245,Well Licence,November 28 2003,12/01/2003 12:00:00 AM,Oil Well,PROVOST,WAINWRIGHT,0XH7,Atlas Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/28/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,3,3,m3,,,,,,,,,,,,,"(52.3737, -111.927267)"
November 27 2003,20032878,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,16-25-083-15W5,,,16,25,83,15,5,291312,Well Licence,November 27 2003,12/04/2003 12:00:00 AM,Suspended Well,SLAVE,ST. ALBERT,0WB2,Blackrock Ventures Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/27/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,2,2,m3,,,,,,,,,,,,,"(56.230133, -116.2184)"
November 26 2003,20032868,Equipment Failure,Defect,Stuffing Box,Release,12-20-047-04W4,,,12,20,47,4,4,54708,Well Licence,November 26 2003,11/26/2003 12:00:00 AM,Oil Well,WILDMERE,WAINWRIGHT,0R46,Husky Oil Operations Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/26/2003 12:00:00 AM,,,,,,,,Crude Oil,1.5,1.5,m3,,,,,,,,,,,,,"(53.068367, -110.5628)"
November 25 2003,20032870,Equipment Failure,Mechanical/Strctural,Mechanical Damage,Release,06-16-057-09W5,0,0,6,16,57,9,5,124303,Well Licence,November 25 2003,04/12/2004 12:00:00 AM,Service Well,LEAMAN,DRAYTON VALLEY,0TR8,Shiningbank Energy Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,,11/25/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,125,,m3,,,,,,,,,,,,,"(53.924583, -115.281)"
November 25 2003,20032950,Procedural or Design,Inadequate procedure,Erosion,Release,01-28-016-13W4,,,1,28,16,13,4,278938,Well Licence,November 25 2003,07/16/2004 12:00:00 AM,Oil Well,BANTRY,MEDICINE HAT,26,Encana Corporation,Freehold Private Lands,Yes,No,Public notified - Potential hazard,Air/Land,No affect,over 1000 square meters,,07/14/2004 12:00:00 AM,,,,,,,,Crude Oil,8,8,m3,,,,,,,,,,,,,"(50.370067, -111.725833)"
November 25 2003,20032842,Operator Error,Oversight,Tank Overflow,Release,05-04-081-09W5,,,5,4,81,9,5,193523,Well Licence,November 25 2003,09/14/2004 12:00:00 AM,Oil Well,NIPISI,ST. ALBERT,0C4G,Forte Oil Corporation,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/28/2003 12:00:00 AM,,,,,,,,Crude Oil,1.5,1,m3,,,,,,,,,,,,,"(55.990783, -115.354717)"
November 24 2003,20040704,Equipment Failure,Defect,Flare To Flush System,Release,15-33-030-01W5,,,15,33,30,1,5,289976,Well Licence,November 24 2003,11/25/2003 12:00:00 AM,Gas Well,CROSSE,RED DEER,0KT5,Esprit Exploration Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/25/2003 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(51.61835, -114.080817)"
November 24 2003,20032830,Equipment Failure,Malfunction,Hi Level Switch,Release,12-21-087-11W5,,,12,21,87,11,5,281042,Well Licence,November 25 2003,12/04/2003 12:00:00 AM,Oil Well,EVI,ST. ALBERT,0Z2Z,Celtic Exploration Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/26/2003 12:00:00 AM,,,,,,,,Crude Oil,2.5,2.5,m3,Salt/Produced Water,2.5,2.5,m3,,,,,,,,,"(56.56095, -115.700133)"
November 24 2003,20032833,Equipment Failure,Defect,Mechanical Damage,Release,10-06-040-07W5,,,10,6,40,7,5,35892,Well Licence,November 25 2003,12/01/2003 12:00:00 AM,Service Well,FERRIER,RED DEER,246,Petro-Canada,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/25/2003 12:00:00 AM,,,,,,,,Process Water,10,7,m3,,,,,,,,,,,,,"(52.415833, -114.99415)"
November 24 2003,20032860,Equipment Failure,Internal corrosion,Equipment Failure,Release,05-35-070-12W6,,,5,35,70,12,6,292914,Well Licence,November 25 2003,01/29/2004 12:00:00 AM,Suspended Well,ELM,GRANDE PRAIRIE,0N80,Burlington Resources Canada (Hunter) Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,01/29/2004 12:00:00 AM,,,,,,,,Frac Oil,0.3,0.3,m3,,,,,,,,,,,,,"(55.1029, -119.726283)"
November 23 2003,20032837,Operator Error,Accidental,Tank Overflow,Release,10-12-025-03W4,,,10,12,25,3,4,289490,Well Licence,November 25 2003,11/25/2003 12:00:00 AM,Gas Single Battery,BIND,MEDICINE HAT,0WD7,Resolution Resources Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/25/2003 12:00:00 AM,,,,,,,,Crude Oil,20,20,m3,,,,,,,,,,,,,"(51.119067, -110.292783)"
November 23 2003,20032820,Operator Error,Accidental,Blowout,Release,09-15-033-01W4,,,9,15,33,1,4,179309,Well Licence,November 23 2003,11/24/2003 12:00:00 AM,Suspended Well,COMPEER,WAINWRIGHT,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/23/2003 12:00:00 AM,,,,,,,,Crude Oil,0.5,0.5,m3,Gas Production (Raw),1.9,,103m3,,,,,,,,,"(51.83215, -110.055133)"
November 22 2003,20032818,Operator Error,Accidental,Operator Error,Release,08-04-058-05W4,,,8,4,58,5,4,207016,Well Licence,November 22 2003,12/31/2003 12:00:00 AM,Suspended Well,LIND,BONNYVILLE,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/24/2003 12:00:00 AM,,,,,,,,Crude Oil,0.1,0.1,m3,,,,,,,,,,,,,"(53.982083, -110.67655)"
November 22 2003,20032853,Equipment Failure,Defect,Line Failure,Release,14-16-081-15W5,,,14,16,81,15,5,288133,Well Licence,November 25 2003,12/04/2003 12:00:00 AM,Oil Well,DAWSON,ST. ALBERT,0B2L,Duvernay Oil Corp.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/25/2003 12:00:00 AM,,,,,,,,Crude Oil,3.5,3.5,m3,,,,,,,,,,,,,"(56.027133, -116.287983)"
November 20 2003,20032795,Operator Error,Oversight,Tank Overflow,Release,04-18-057-03W4,,,4,18,57,3,4,201560,Well Licence,November 20 2003,11/20/2003 12:00:00 AM,Oil Well,LIND,BONNYVILLE,0R46,Husky Oil Operations Limited,Other First Nations,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/20/2003 12:00:00 AM,,,,,,,,Crude Oil,8,8,m3,,,,,,,,,,,,,"(53.920117, -110.447867)"
November 20 2003,20032801,Equipment Failure,Defect,Mechanical Damage,Release,12-32-038-26W4,,,12,32,38,26,4,15411,Well Licence,November 20 2003,11/25/2003 12:00:00 AM,Oil Well,JOFFRE,RED DEER,0TM9,NAL Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/25/2003 12:00:00 AM,,,,,,,,Crude Oil,0.2,,m3,Gas Production (Raw),4,0,103m3,,,,,,,,,"(52.312083, -113.692067)"
November 19 2003,20032784,Operator Error,Oversight,Operator Error,Release,09-15-027-18W4,,,9,15,27,18,4,288468,Well Licence,November 19 2003,11/20/2003 12:00:00 AM,Suspended Well,WAYNE,MIDNAPORE,26,Encana Corporation,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/19/2003 12:00:00 AM,,,,,,,,Crude Oil,0.8,0.8,m3,,,,,,,,,,,,,"(51.30885, -112.445633)"
November 18 2003,20032817,Equipment Failure,Malfunction,Valve Failure,Release,07-02-058-11W4,0,0,7,2,58,11,4,67281,Well Licence,November 21 2003,11/21/2003 12:00:00 AM,Suspended Well,CACHE,BONNYVILLE,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/21/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,3,3,m3,,,,,,,,,,,,,"(53.982217, -111.52395)"
November 18 2003,20032773,Operator Error,Accidental,Tank Overflow,Release,12-33-056-05W4,,,12,33,56,5,4,286401,Well Licence,November 18 2003,11/19/2003 12:00:00 AM,Oil Well,LIND,BONNYVILLE,0TM2,Cannat Resources Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/19/2003 12:00:00 AM,,,,,,,,Crude Oil,3,3,m3,,,,,,,,,,,,,"(53.883867, -110.69515)"
November 18 2003,20032852,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,10-19-043-08W5,,,10,19,43,8,5,33037,Well Licence,November 18 2003,11/18/2003 12:00:00 AM,Service Well,WILLGR,RED DEER,0BP8,Penn West Petroleum Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/18/2003 12:00:00 AM,,,,,,,,Corrosion Inhibited Water,0.1,0,m3,Fresh Water,20,0,m3,,,,,,,,,"(52.721883, -115.146933)"
November 17 2003,20032869,Equipment Failure,Defect,Rod Failure,Release,14-25-042-02W4,,,14,25,42,2,4,172832,Well Licence,November 17 2003,11/26/2003 12:00:00 AM,Gas Well,CHAUVINS,WAINWRIGHT,39,Talisman Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/17/2003 12:00:00 AM,,,,,,,,Crude Oil,4.5,4.5,m3,Salt/Produced Water,4.5,4.5,m3,,,,,,,,,"(52.650083, -110.16385)"
November 17 2003,20032786,Equipment Failure,Defect,Rod Failure,Release,06-35-042-02W4,,,6,35,42,2,4,111081,Well Licence,November 17 2003,11/17/2003 12:00:00 AM,Suspended Well,CHAUVINS,WAINWRIGHT,39,Talisman Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/17/2003 12:00:00 AM,,,,,,,,Crude Oil,4,4,m3,,,,,,,,,,,,,"(52.657367, -110.188)"
November 16 2003,20032755,Equipment Failure,Mechanical/Strctural,Rod Failure,Release,12-20-047-04W4,,,12,20,47,4,4,54708,Well Licence,November 16 2003,11/18/2003 12:00:00 AM,Oil Well,WILDMERE,WAINWRIGHT,0R46,Husky Oil Operations Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/17/2003 12:00:00 AM,,,,,,,,Crude Oil,1,0.9,m3,Salt/Produced Water,2,1.5,m3,,,,,,,,,"(53.068367, -110.5628)"
November 15 2003,20032753,Operator Error,Oversight,Valve Leak,Release,14-22-055-05W4,,,14,22,55,5,4,169875,Well Licence,November 15 2003,11/15/2003 12:00:00 AM,Crude Bitumen Paper Batte,LIND,BONNYVILLE,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/15/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,1,1,m3,,,,,,,,,,,,,"(53.771167, -110.664267)"
November 14 2003,20032849,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,04-34-038-04W5,,,4,34,38,4,5,84096,Well Licence,November 14 2003,11/15/2003 12:00:00 AM,Oil Well,MEDRIV,RED DEER,0G30,ARC Resources Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/15/2003 12:00:00 AM,,,,,,,,Crude Oil,0.2,0.1,m3,,,,,,,,,,,,,"(52.3063, -114.498633)"
November 13 2003,20032727,Equipment Failure,Defect,Equipment Failure,Release,03-16-034-07W4,,,3,16,34,7,4,209416,Well Licence,November 13 2003,11/17/2003 12:00:00 AM,Oil Well,PROVOST,WAINWRIGHT,0MH4,Petrofund Corp.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/13/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,5,5,m3,,,,,,,,,,,,,"(51.912483, -110.941117)"
November 12 2003,20032718,Equipment Failure,Mechanical/Strctural,Valve Leak,Release,14-09-038-09W4,,,14,9,38,9,4,188181,Well Licence,November 12 2003,11/20/2003 12:00:00 AM,Oil Well,PROVOST,WAINWRIGHT,0ZM8,Viracocha Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/13/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,4,4,m3,,,,,,,,,,,,,"(52.257367, -111.23395)"
November 12 2003,20032712,Operator Error,Oversight,Valve Leak,Release,09-05-009-16W4,,,9,5,9,16,4,198741,Well Licence,November 12 2003,11/14/2003 12:00:00 AM,Oil Well,HORSEFLY,MEDICINE HAT,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/12/2003 12:00:00 AM,,,,,,,,Crude Oil,5,5,m3,Salt/Produced Water,6,6,m3,,,,,,,,,"(49.70765, -112.12995)"
November 11 2003,20032709,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,08-04-078-06W6,,,8,4,78,6,6,104363,Well Licence,November 11 2003,11/24/2003 12:00:00 AM,Service Well,SPIRITR,Grande Prairie,0MD6,Bonavista Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/24/2003 12:00:00 AM,,,,,,,,Crude Oil,0.1,,m3,Salt/Produced Water,40,36,m3,,,,,,,,,"(55.7283, -118.856967)"
November 11 2003,20032722,Equipment Failure,Malfunction,Tank Overflow,Release,03-20-054-06W4,,,3,20,54,6,4,273386,Well Licence,November 12 2003,11/14/2003 12:00:00 AM,Oil Well,LIND,BONNYVILLE,0MD6,Bonavista Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/13/2003 12:00:00 AM,,,,,,,,Crude Bitumen,10,10,m3,,,,,,,,,,,,,"(53.6733, -110.857267)"
November 10 2003,20032703,Equipment Failure,Mechanical/Strctural,Metal Fatigue,Release,10-36-017-13W4,,,10,36,17,13,4,185251,Well Licence,November 10 2003,11/19/2003 12:00:00 AM,Oil Well,BANTRY,MEDICINE HAT,0KX8,Acclaim Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/18/2003 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,,103m3,Crude Oil,1.6,1.6,m3,Salt/Produced Water,38.4,38.4,m3,,,,,"(50.4791, -111.662717)"
November 10 2003,20032711,Procedural or Design,Inadequate procedure,Operator Error,Release,13-22-075-10W6,,,13,22,75,10,6,281138,Well Licence,November 11 2003,10/21/2004 12:00:00 AM,Gas Well,VALHALLA,GRANDE PRAIRIE,0Z6Y,Ketch Resources Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,05/04/2004 12:00:00 AM,,,,,,,,Salt/Produced Water,5,5,m3,,,,,,,,,,,,,"(55.51735, -119.470917)"
November 07 2003,20032681,Equipment Failure,Malfunction,Storage Tank,Release,13-19-057-06W4,,,13,19,57,6,4,198259,Well Licence,November 07 2003,11/14/2003 12:00:00 AM,Oil Well,SILER,BONNYVILLE,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/07/2003 12:00:00 AM,,,,,,,,Crude Oil,3,3,m3,,,,,,,,,,,,,"(53.945667, -110.893317)"
November 07 2003,20032743,Operator Error,Oversight,Unknown,Release,07-09-059-18W5,,,7,9,59,18,5,179337,Well Licence,November 07 2003,12/08/2003 12:00:00 AM,Gas Well,KAYBOBS,ST. ALBERT,0JT1,ExxonMobil Canada Ltd. & ExxonMobil Resources Comp,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/08/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,14,1,m3,,,,,,,,,,,,,"(54.084983, -116.635833)"
November 07 2003,20032692,Equipment Failure,Defect,Hi Level Switch,Release,10-17-040-10W4,,,10,17,40,10,4,36763,Well Licence,November 07 2003,11/10/2003 12:00:00 AM,Oil Well,PROVOST,WAINWRIGHT,0ZM8,Viracocha Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/07/2003 12:00:00 AM,,,,,,,,Crude Oil,0.1,0.1,m3,,,,,,,,,,,,,"(52.442933, -111.405333)"
November 06 2003,20032686,Equipment Failure,Malfunction,Valve Failure,Release,12-13-063-06W4,,,12,13,63,6,4,201873,Well Licence,November 07 2003,04/07/2004 12:00:00 AM,Oil Well,LA COREY,BONNYVILLE,0JT1,ExxonMobil Canada Ltd. & ExxonMobil Resources Comp,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/07/2003 12:00:00 AM,,,,,,,,Crude Bitumen,20,20,m3,,,,,,,,,,,,,"(54.451283, -110.784083)"
November 06 2003,20032731,Operator Error,Accidental,Operator Error,Release,06-03-077-22W5,,,6,3,77,22,5,282214,Well Licence,November 07 2003,11/26/2003 12:00:00 AM,Oil Well,GVILLEE,GRANDE PRAIRIE,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/26/2003 12:00:00 AM,,,,,,,,Crude Oil,5,5,m3,,,,,,,,,,,,,"(55.641417, -117.32865)"
November 06 2003,20032666,Equipment Failure,Malfunction,Tubing Stripping,Release,16-17-027-23W4,,,16,17,27,23,4,265901,Well Licence,November 06 2003,02/20/2004 12:00:00 AM,Gas Well,ENTICE,MIDNAPORE,26,Encana Corporation,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/06/2003 12:00:00 AM,,,,,,,,Frac Water,0.1,0.1,m3,,,,,,,,,,,,,"(51.3124, -113.196033)"
November 06 2003,20032680,Operator Error,Accidental,Tank Overflow,Release,13-30-051-06W4,,,13,30,51,6,4,106207,Well Licence,November 07 2003,11/13/2003 12:00:00 AM,Oil Well,SWIMMING,WAINWRIGHT,0R46,Husky Oil Operations Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/07/2003 12:00:00 AM,,,,,,,,Crude Oil,5,5,m3,,,,,,,,,,,,,"(53.436833, -110.88805)"
November 06 2003,20032670,Equipment Failure,Malfunction,Equipment Failure,Release,13-21-058-20W5,,,13,21,58,20,5,245427,Well Licence,November 06 2003,11/06/2003 12:00:00 AM,Gas Well,PINE CK,DRAYTON VALLEY,0N80,Burlington Resources Canada (Hunter) Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/06/2003 12:00:00 AM,,,,,,,,Frac Oil,12,12,m3,,,,,,,,,,,,,"(54.033767, -116.921667)"
November 05 2003,20032621,Procedural or Design,Inadequate procedure,Unknown,Release,10-32-048-14W4,0,0,10,32,48,14,4,295213,Well Licence,November 05 2003,11/06/2003 12:00:00 AM,Unknown,BRUCE,WAINWRIGHT,26,Encana Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Gas Production (Raw),2.5,0,103m3,,,,,,,,,,,,,"(53.18635, -112.0117)"
November 05 2003,20032631,Operator Error,Accidental,Tank Overflow,Release,14-31-052-01W4,,,14,31,52,1,4,237022,Well Licence,November 05 2003,11/07/2003 12:00:00 AM,Oil Well,MARW,WAINWRIGHT,0R46,Husky Oil Operations Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/06/2003 12:00:00 AM,,,,,,,,Crude Oil,5,4.5,m3,,,,,,,,,,,,,"(53.538467, -110.143783)"
November 05 2003,20032769,Operator Error,Accidental,Tank Overflow,Release,12-04-083-14W5,0,0,12,4,83,14,5,259157,Well Licence,November 05 2003,11/06/2003 12:00:00 AM,Oil Well,SEAL,ST. ALBERT,0WB2,Blackrock Ventures Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/06/2003 12:00:00 AM,,,,,,,,Crude Oil,2,,m3,,,,,,,,,,,,,"(56.168367, -116.159133)"
November 04 2003,20032644,Equipment Failure,Malfunction,Tank Overflow,Release,05-10-033-07W5,,,5,10,33,7,5,147566,Well Licence,November 04 2003,11/06/2003 12:00:00 AM,Gas Well,RICINUS,RED DEER,246,Petro-Canada,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/04/2003 12:00:00 AM,,,,,,,,Condensate,3,3,m3,,,,,,,,,,,,,"(51.814967, -114.9199)"
November 03 2003,20032593,Operator Error,Oversight,Operator Error,Release,05-02-056-04W4,,,5,2,56,4,4,274461,Well Licence,November 03 2003,11/04/2003 12:00:00 AM,Oil Well,LIND,BONNYVILLE,0YK6,CNR Petro Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/03/2003 12:00:00 AM,,,,,,,,Crude Oil,0.1,0,m3,,,,,,,,,,,,,"(53.807483, -110.4974)"
November 02 2003,20032607,Equipment Failure,Mechanical/Strctural,Valve Damage,Release,10-14-081-09W5,,,10,14,81,9,5,64598,Well Licence,November 04 2003,11/24/2003 12:00:00 AM,Suspended Well,UTIKUMA,ST. ALBERT,0BP8,Penn West Petroleum Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/24/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,20,18,m3,,,,,,,,,,,,,"(56.023517, -115.289367)"
November 02 2003,20032616,Equipment Failure,Defect,Stuffing Box,Release,12-23-013-15W4,,,12,23,13,15,4,253591,Well Licence,November 02 2003,12/16/2003 12:00:00 AM,Oil Well,ENCHANT,MEDICINE HAT,0LT2,Petrobakken Development Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,,11/03/2003 12:00:00 AM,,,,,,,,Crude Oil,0.5,0.5,m3,,,,,,,,,,,,,"(50.1006, -111.958117)"
November 02 2003,20032615,Operator Error,Accidental,Tank Overflow,Release,04-27-015-08W4,,,4,27,15,8,4,282689,Well Licence,November 02 2003,11/04/2003 12:00:00 AM,Suspended Well,SUFFIELD,MEDICINE HAT,26,Encana Corporation,Other C.F.B.,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/03/2003 12:00:00 AM,,,,,,,,Salt/Produced Water,6,6,m3,Crude Oil,24,24,m3,,,,,,,,,"(50.2824, -111.032817)"
November 01 2003,20032645,Equipment Failure,Malfunction,Valve Failure,Release,04-11-011-22W4,,,4,11,11,22,4,49379,Well Licence,November 02 2003,11/11/2003 12:00:00 AM,Gas Well,KEHO,MIDNAPORE,0N80,Burlington Resources Canada (Hunter) Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/02/2003 12:00:00 AM,,,,,,,,Crude Oil,0.5,0.5,m3,Salt/Produced Water,1,1,m3,,,,,,,,,"(49.889633, -112.913633)"
